FID	IID	PRS_inf	PRS_grid
0	NA19184	-0.00210768735293917	-0.0216634786861668
0	NA19185	0.0190619029519911	-0.0148283917885558
0	NA19189	0.0384123707954755	-0.065625773159153
0	NA19190	0.0720631775859014	0.0396129988959688
0	NA19197	-0.0109951066918541	-0.0691150931393689
0	NA19198	-0.0524033200846528	0.0244568057324029
0	NA19200	0.0326081479669757	0.0311781131712654
0	NA19201	0.0568687858883255	0.0105479040948518
0	NA19204	0.00685588659450959	0.0254194598276043
0	NA19206	-0.0394965770314597	-0.0402466922804344
0	NA19207	-0.04100499540805	-0.0403915579276895
0	NA19209	0.0669341930977292	-0.057490181107294
0	NA19210	0.0256798310814423	-0.0583808718064916
0	NA19213	-0.00227364557700976	0.00128204799556698
0	NA19214	-0.0286778405594022	-0.0495426600613868
0	NA19222	-0.0360066064165327	-0.0339650060080685
0	NA19223	0.0290243023431893	-0.0353594372233046
0	NA19225	0.0464378949123276	-0.00982447644650537
0	NA19235	0.0588348491802664	0.0462823723702064
0	NA19236	-0.0174605766298551	-0.100622215741318
0	NA19238	-0.0143122827319356	0.021879604205457
0	NA19239	0.0344850944135374	-0.128013454514163
0	NA19247	0.00503769163503067	-0.0516727420178111
0	NA19248	0.0551908056875932	0.0395609025569168
0	NA19256	-0.0208962936165403	6.73147095550656e-05
0	NA19257	0.0198885925677679	-0.0245290976352874
0	NA19307	-0.000514358097305273	0.0321225518964486
0	NA19308	0.0385537886887171	0.0532449231529825
0	NA19309	0.0530156830555646	0.0193340090434114
0	NA19310	0.0229136098890302	-0.0235088398945306
0	NA19312	0.0309275123500039	-0.000915726973480896
0	NA19314	-0.0303399601352369	-0.0208066006040735
0	NA19315	0.0231129357586562	-0.0250785905641292
0	NA19316	-0.0241689949003512	-0.044345173584281
0	NA19317	-0.0773941678730409	-0.0761038056011362
0	NA19318	-0.00213692499384593	-0.0659077836442173
0	NA19319	0.0190012863670134	-0.0387194808282366
0	NA19320	-0.00419445979342697	0.00240700118801494
0	NA19321	-0.0289803470049946	-0.0143455027691112
0	NA19323	0.047904276691912	-0.0212395957392435
0	NA19324	-0.0156732301351257	-0.0136341499826285
0	NA19327	0.0570261139939124	0.0120788604569508
